0.15,0.15
0.56441,0.47452
1.0234,0.70603
1.4473,0.92629
1.8165,1.1846
2.146,1.4624
2.416,1.7729
2.5784,2.1233
2.6071,2.5015
2.5264,2.7263
2.3634,2.7263
2.1637,2.6185
1.9172,2.4627
1.6246,2.2769
1.3405,2.0356
1.1376,1.7328
1.0562,1.4849
1.0273,1.2407
1.0267,0.92992
1.0647,0.56494
1.1315,0.26872
1.2468,0.17303
1.4268,0.15257
1.7094,0.14593
2.062,0.14025
2.4409,0.13945
2.6827,0.15455
2.738,0.20585
2.696,0.292
2.6215,0.36755
2.5512,0.41529
2.4935,0.44753
2.4462,0.47624
2.4054,0.50882
2.3656,0.5521
2.3184,0.61821
2.2498,0.73384
2.1572,0.92141
2.0616,1.144
1.9373,1.3907
1.7634,1.6448
1.5201,1.8246
1.2468,1.8842
1.0641,1.8909
0.98577,1.8993
0.95835,1.9044
0.95939,1.896
0.98543,1.8642
1.0368,1.8049
1.1014,1.7375
1.1549,1.6909
1.1888,1.6674
1.2103,1.6558
1.2263,1.6488
1.2402,1.6433
1.2535,1.638
1.2673,1.632
1.2824,1.6243
1.2997,1.6133
1.3206,1.5953
1.3465,1.5621
1.3777,1.495
1.4081,1.3647
1.4195,1.1601
1.3963,0.90487
1.32,0.62024
1.1476,0.38759
0.98004,0.28552
0.91502,0.25653
0.90411,0.25753
0.91324,0.27263
0.92993,0.29267
0.94926,0.31268
0.96913,0.33079
0.98901,0.34691
1.0092,0.36153
1.0305,0.37513
1.0538,0.38802
1.0809,0.40023
1.1146,0.41152
1.1604,0.42102
1.2309,0.4266
1.3539,0.42398
1.5637,0.41112
1.842,0.3933
2.1646,0.35205
2.4828,0.28063
2.6629,0.21506
2.721,0.17941
2.7279,0.17293
2.7121,0.19066
2.6879,0.22727
2.6639,0.27556
2.645,0.32677
2.6325,0.37623
2.6259,0.42514
2.6249,0.47828
2.6312,0.54304
2.648,0.63108
2.6757,0.76032
2.7018,0.9457
2.7139,1.1797
2.7261,1.453
2.7377,1.7642
2.7473,2.0938
2.7346,2.4326
2.6801,2.6807
2.6521,2.7773
2.6396,2.8013
2.6241,2.794
2.6034,2.7708
2.5805,2.7421
2.559,2.7157
2.5407,2.6944
2.5254,2.6775
2.5122,2.6632
2.5004,2.6503
2.4896,2.6382
2.4796,2.6265
2.47,2.6149
2.461,2.6033
2.4523,2.5915
2.4439,2.5795
2.4358,2.5672
2.4279,2.5546
2.4201,2.5417
2.4122,2.5284
2.4042,2.5146
2.3959,2.5005
2.3871,2.486
2.3774,2.4709
2.3666,2.4553
2.354,2.4389
2.3388,2.4212
2.3194,2.4017
2.2932,2.379
2.2554,2.3509
2.1979,2.3135
2.1102,2.2619
1.9871,2.1947
1.8322,2.1176
1.6463,2.0323
1.4313,1.928
1.227,1.8063
1.0849,1.6972
1.0003,1.6122
0.9444,1.5384
0.89997,1.4621
0.8593,1.3708
0.82061,1.2513
0.78775,1.0941
0.77014,0.89819
0.78514,0.6734
0.83896,0.46972
0.89259,0.3532
0.92187,0.3099
0.93753,0.29919
0.94847,0.30149
0.95792,0.30899
0.96688,0.31846
0.97559,0.32853
0.98414,0.33861
0.99259,0.34853
1.001,0.35826
1.0094,0.36784
1.0179,0.37735
1.0265,0.38687
1.0354,0.39646
1.0445,0.40617
1.054,0.41608
1.064,0.42622
1.0746,0.43664
1.086,0.44736
1.0984,0.4584
1.1121,0.46974
1.1277,0.48136
1.1458,0.49315
1.1677,0.5049
1.1956,0.51615
1.2334,0.52589
1.2888,0.53184
1.3751,0.52931
1.5066,0.5122
1.6779,0.47999
1.8773,0.43386
2.1214,0.36314
2.3755,0.2715
2.5309,0.19135
2.585,0.14126
2.5975,0.11498
2.5956,0.10427
2.5881,0.10489
2.5784,0.11527
2.5678,0.13506
2.5572,0.16339
2.5474,0.19702
2.5388,0.23059
2.5314,0.25946
2.5248,0.28211
2.5184,0.29943
